design_id,competition_id,polarity,statement_index,tag,statement
AA7,AA,negative,6,functionality,Some classrooms connected to the atrium are problematic because of the structural column arrangement.
AA7,AA,negative,7,urban integration,The urban setting with the proposed plinth solution and the external expression is not entirely convincing.
AA7,AA,negative,7,expression,The urban setting with the proposed plinth solution and the external expression is not entirely convincing.
AA7,AA,negative,7,massing,The urban setting with the proposed plinth solution and the external expression is not entirely convincing.
AAA1,AAA,positive,1,urban integration,The basic urban-planning situation is clear and well suited to school operations.
AAA1,AAA,positive,1,functionality,The basic urban-planning situation is clear and well suited to school operations.
AAA1,AAA,positive,2,open space,The separate structures create positive outdoor spaces at different levels with good connections to the square and park.
AAA1,AAA,positive,2,landscape,The separate structures create positive outdoor spaces at different levels with good connections to the square and park.
AAA1,AAA,positive,2,topography,The separate structures create positive outdoor spaces at different levels with good connections to the square and park.
AAA1,AAA,positive,3,massing,The differentiated building depths are well adapted to the uses.
AAA1,AAA,positive,3,functionality,The differentiated building depths are well adapted to the uses.
AAA1,AAA,positive,4,open space,The close connection of the elementary school to the two playgrounds is ideal for school operations.
AAA1,AAA,positive,4,functionality,The close connection of the elementary school to the two playgrounds is ideal for school operations.
AAA1,AAA,positive,5,visibility,The visual connection to the square and partly recessed gymnasium supports animation and social control after school hours.
AAA1,AAA,positive,5,safety,The visual connection to the square and partly recessed gymnasium supports animation and social control after school hours.
AAA1,AAA,positive,5,urban integration,The visual connection to the square and partly recessed gymnasium supports animation and social control after school hours.
AAA1,AAA,positive,6,layout,The arrangement of public spaces in the public building area and private classrooms in the deeper building is logical.
AAA1,AAA,positive,6,functionality,The arrangement of public spaces in the public building area and private classrooms in the deeper building is logical.
AAA1,AAA,positive,7,layout,"The daycare layout provides a good overview, short distances and an original additional level of quiet rooms."
AAA1,AAA,positive,7,functionality,"The daycare layout provides a good overview, short distances and an original additional level of quiet rooms."
AAA1,AAA,positive,7,circulation,"The daycare layout provides a good overview, short distances and an original additional level of quiet rooms."
AAA1,AAA,positive,8,urban integration,The project takes a careful and convincing approach to the historically significant existing building.
AAA1,AAA,positive,8,identity,The project takes a careful and convincing approach to the historically significant existing building.
AAA1,AAA,positive,9,cost,The project is classified as cost-effective overall.
AAA1,AAA,negative,1,functionality,The second-stage primary-school structure is not yet convincing as either a primary school or a volume in the park.
AAA1,AAA,negative,1,massing,The second-stage primary-school structure is not yet convincing as either a primary school or a volume in the park.
AAA1,AAA,negative,1,landscape,The second-stage primary-school structure is not yet convincing as either a primary school or a volume in the park.
AAA1,AAA,negative,2,layout,The relationship between the kindergarten units and their outdoor spaces is not yet sufficiently formulated.
AAA1,AAA,negative,2,open space,The relationship between the kindergarten units and their outdoor spaces is not yet sufficiently formulated.
AAA1,AAA,negative,3,layout,The proposed relocation floor plan is schematic and unconvincing in its internal and external references.
AAA1,AAA,negative,3,urban integration,The proposed relocation floor plan is schematic and unconvincing in its internal and external references.
AAA1,AAA,negative,4,functionality,A required equipment room is missing from the sports facilities.
AAA1,AAA,negative,5,structure,The force transmission through the thermal insulation leads to numerous thermal bridges and requires revision for execution.
AAA1,AAA,negative,5,sustainability,The force transmission through the thermal insulation leads to numerous thermal bridges and requires revision for execution.
AAA1,AAA,negative,6,proportion,The narrow axial dimensions result in a large number of solar-shading elements.
AAA1,AAA,negative,6,sustainability,The narrow axial dimensions result in a large number of solar-shading elements.
AAA2,AAA,positive,1,identity,The visible timber construction gives the complex a strong identity and maximizes interior flexibility.
AAA2,AAA,positive,1,structure,The visible timber construction gives the complex a strong identity and maximizes interior flexibility.
